i,K_path,Q0_path,Q1_true,Q1_model,active_surface,branch_sign_eff,t_path,s_path
627,1.8665066292863443e+02,-7.1162723883160993e+01,-1.6116298878233998e+01,-1.6217465347055281e+01,red,-1.0000000000000000e+00,5.7743969522736720e+01,1.2890669340589773e+02
628,1.8723529574233169e+02,-7.0578091069463724e+01,-1.5866588636205861e+01,-1.5965179210612973e+01,red,-1.0000000000000000e+00,5.8328602336433981e+01,1.2890669340589770e+02
629,1.8782058862638681e+02,-6.9992798185408603e+01,-1.5616859076570412e+01,-1.5710357071249348e+01,red,-1.0000000000000000e+00,5.8913895220489103e+01,1.2890669340589770e+02
630,1.8840654629512795e+02,-6.9406840516667458e+01,-1.5367093375639804e+01,-1.5453241363915026e+01,red,-1.0000000000000000e+00,5.9499852889230247e+01,1.2890669340589770e+02
631,1.8900931101834607e+02,-6.8804075793449343e+01,-1.5107791253825209e+01,-1.5186912547556801e+01,red,-1.0000000000000000e+00,6.0102617612448363e+01,1.2890669340589770e+02
632,1.8968602113093885e+02,-6.8127365680856570e+01,-1.4806582869453637e+01,-1.4885997294741287e+01,red,-1.0000000000000000e+00,6.0779327725041142e+01,1.2890669340589773e+02
633,1.9036419638019368e+02,-6.7449190431601750e+01,-1.4504544048187894e+01,-1.4582725601010964e+01,red,-1.0000000000000000e+00,6.1457502974295963e+01,1.2890669340589773e+02
634,1.9104363471341236e+02,-6.6769752098383080e+01,-1.4201742431052384e+01,-1.4277498607768791e+01,red,-1.0000000000000000e+00,6.2136941307514640e+01,1.2890669340589773e+02
635,1.9172422167318970e+02,-6.6089165138605736e+01,-1.3898245585592194e+01,-1.3970667357904006e+01,red,-1.0000000000000000e+00,6.2817528267291983e+01,1.2890669340589773e+02
636,1.9240585419902033e+02,-6.5407532612775100e+01,-1.3594114536213349e+01,-1.3662562349477753e+01,red,-1.0000000000000000e+00,6.3499160793122613e+01,1.2890669340589773e+02
637,1.9308843825239441e+02,-6.4724948559401014e+01,-1.3289404991664664e+01,-1.3353495994052196e+01,red,-1.0000000000000000e+00,6.4181744846496699e+01,1.2890669340589773e+02
638,1.9377188815810035e+02,-6.4041498653695072e+01,-1.2984167722471582e+01,-1.3043762346153414e+01,red,-1.0000000000000000e+00,6.4865194752202640e+01,1.2890669340589773e+02
639,1.9445583166292670e+02,-6.3357555148868720e+01,-1.2679951809363835e+01,-1.2733773931370763e+01,red,-1.0000000000000000e+00,6.5549138257028986e+01,1.2890669340589770e+02
640,1.9521196084297833e+02,-6.2601425968817090e+01,-1.2348102899974073e+01,-1.2391303476695782e+01,red,-1.0000000000000000e+00,6.6305267437080616e+01,1.2890669340589770e+02
641,1.9600944692474286e+02,-6.1803939887052550e+01,-1.1998408263856877e+01,-1.2030672783993566e+01,red,-1.0000000000000000e+00,6.7102753518845162e+01,1.2890669340589770e+02
642,1.9680896206571390e+02,-6.1004424746081504e+01,-1.1647656477307164e+01,-1.1670016997198900e+01,red,-1.0000000000000000e+00,6.7902268659816201e+01,1.2890669340589770e+02
643,1.9761168058327695e+02,-6.0201706228518454e+01,-1.1298341690427979e+01,-1.1309101269052121e+01,red,-1.0000000000000000e+00,6.8704987177379252e+01,1.2890669340589770e+02
644,1.9844635968029155e+02,-5.9367027131503853e+01,-1.0941691467403844e+01,-1.0935354733920860e+01,red,-1.0000000000000000e+00,6.9539666274393852e+01,1.2890669340589770e+02
645,1.9928789825897289e+02,-5.8525488552822516e+01,-1.0582297950026305e+01,-1.0560391940814270e+01,red,-1.0000000000000000e+00,7.0381204853075189e+01,1.2890669340589770e+02
646,2.0013112693822370e+02,-5.7682259873571702e+01,-1.0222080301787980e+01,-1.0186787779382257e+01,red,-1.0000000000000000e+00,7.1224433532326003e+01,1.2890669340589770e+02
647,2.0105471323332247e+02,-5.6758673578472937e+01,-9.8319515299765037e+00,-9.7802647949428660e+00,red,-1.0000000000000000e+00,7.2148019827424775e+01,1.2890669340589770e+02
648,2.0206218962411066e+02,-5.5751197187684745e+01,-9.4104432083985596e+00,-9.3403021225807379e+00,red,-1.0000000000000000e+00,7.3155496218212960e+01,1.2890669340589770e+02
649,2.0307262317626896e+02,-5.4740763635526434e+01,-8.9877079759246641e+00,-8.9029723529663443e+00,red,-1.0000000000000000e+00,7.4165929770371264e+01,1.2890669340589770e+02
650,2.0408591056387479e+02,-5.3727476247920599e+01,-8.5637514678927360e+00,-8.4685882569893920e+00,red,-1.0000000000000000e+00,7.5179217157977092e+01,1.2890669340589770e+02
651,2.0510180358403440e+02,-5.2711583227760997e+01,-8.1386818660954461e+00,-8.0374835816504628e+00,red,-1.0000000000000000e+00,7.6195110178136702e+01,1.2890669340589770e+02
652,2.0612007461161267e+02,-5.1693312200182731e+01,-7.7125980975742241e+00,-7.6099387505179834e+00,red,-1.0000000000000000e+00,7.7213381205714967e+01,1.2890669340589770e+02
653,2.0714051497627582e+02,-5.0672871835519572e+01,-7.2855905272303607e+00,-7.1861856567727500e+00,red,-1.0000000000000000e+00,7.8233821570378126e+01,1.2890669340589770e+02
654,2.0816293383367301e+02,-4.9650452978122381e+01,-6.8577415037150278e+00,-6.7664103976937895e+00,red,-1.0000000000000000e+00,7.9256240427775310e+01,1.2890669340589770e+02
655,2.0918715699796076e+02,-4.8626229813834620e+01,-6.4291259166030681e+00,-6.3507572031901418e+00,red,-1.0000000000000000e+00,8.0280463592063072e+01,1.2890669340589770e+02
656,2.1027721529671791e+02,-4.7536171515077463e+01,-5.9825675247018886e+00,-5.9137477833581897e+00,red,-1.0000000000000000e+00,8.1370521890820228e+01,1.2890669340589770e+02
657,2.1139100281723466e+02,-4.6422383994560718e+01,-5.5301559508620475e+00,-5.4729169038484997e+00,red,-1.0000000000000000e+00,8.2484309411336966e+01,1.2890669340589770e+02
658,2.1252308419387788e+02,-4.5290302617917497e+01,-5.0787351604236273e+00,-5.0306861120392909e+00,red,-1.0000000000000000e+00,8.3616390787980194e+01,1.2890669340589770e+02
659,2.1366806276755165e+02,-4.4145324044243729e+01,-4.6338901169019433e+00,-4.5893172305888470e+00,red,-1.0000000000000000e+00,8.4761369361653962e+01,1.2890669340589770e+02
660,2.1481518279438248e+02,-4.2998204017412903e+01,-4.1939899859847376e+00,-4.1529510945100583e+00,red,-1.0000000000000000e+00,8.5908489388484782e+01,1.2890669340589770e+02
661,2.1599149619573663e+02,-4.1821890616058745e+01,-3.7518913021852347e+00,-3.7113825885400615e+00,red,-1.0000000000000000e+00,8.7084802789838946e+01,1.2890669340589770e+02
662,2.1719021980822808e+02,-4.0623167003567296e+01,-3.3091722483806398e+00,-3.2673607252864372e+00,red,-1.0000000000000000e+00,8.8283526402330395e+01,1.2890669340589770e+02
663,2.1840764427119137e+02,-3.9405742540604017e+01,-2.8650109276737643e+00,-2.8223492414149973e+00,red,-1.0000000000000000e+00,8.9500950865293674e+01,1.2890669340589770e+02
664,2.1964675915446040e+02,-3.8166627657334999e+01,-2.4192550771004102e+00,-2.3752999656481393e+00,red,-1.0000000000000000e+00,9.0740065748562699e+01,1.2890669340589770e+02
665,2.2092311507566623e+02,-3.6890271736129165e+01,-1.9714133720896543e+00,-1.9207444697765936e+00,red,-1.0000000000000000e+00,9.2016421669768533e+01,1.2890669340589770e+02
666,2.2222488901296322e+02,-3.5588497798832165e+01,-1.5231493377604255e+00,-1.4630174534193543e+00,red,-1.0000000000000000e+00,9.3318195607065519e+01,1.2890669340589770e+02
667,2.2352916267610954e+02,-3.4284224135685832e+01,-1.0745156182583193e+00,-1.0100350117965036e+00,red,-1.0000000000000000e+00,9.4622469270211852e+01,1.2890669340589767e+02
668,2.2484027485158225e+02,-3.2973111960213110e+01,-6.2519563803820666e-01,-5.6001071429801641e-01,red,-1.0000000000000000e+00,9.5933581445684567e+01,1.2890669340589767e+02
669,2.2617988078755374e+02,-3.1633506024241626e+01,-1.7606499313064772e-01,-1.0537806067247857e-01,red,-1.0000000000000000e+00,9.7273187381656058e+01,1.2890669340589767e+02
670,2.2753088495031827e+02,-3.0282501861477094e+01,2.7444780673359714e-01,3.4818557296921426e-01,red,-1.0000000000000000e+00,9.8624191544420583e+01,1.2890669340589767e+02
671,2.2888751268269689e+02,-2.8925874129098471e+01,7.2647029786405160e-01,7.9899708621297805e-01,red,-1.0000000000000000e+00,9.9980819276799210e+01,1.2890669340589767e+02
672,2.3026498370728666e+02,-2.7548403104508694e+01,1.1786445604403992e+00,1.2523223222949014e+00,red,-1.0000000000000000e+00,1.0135829030138899e+02,1.2890669340589767e+02
673,2.3167227578397805e+02,-2.6141111027817296e+01,1.6298885105192951e+00,1.7112095031774288e+00,red,-1.0000000000000000e+00,1.0276558237808038e+02,1.2890669340589767e+02
674,2.3309712019426323e+02,-2.4716266617532121e+01,2.0797703563690257e+00,2.1717693752302125e+00,red,-1.0000000000000000e+00,1.0419042678836556e+02,1.2890669340589767e+02
675,2.3453142049748692e+02,-2.3281966314308438e+01,2.5306435086859311e+00,2.6315721565011359e+00,red,-1.0000000000000000e+00,1.0562472709158924e+02,1.2890669340589767e+02
676,2.3597500501401822e+02,-2.1838381797777149e+01,2.9825501795787557e+00,3.0907601341635882e+00,red,-1.0000000000000000e+00,1.0706831160812054e+02,1.2890669340589770e+02
677,2.3744808825567694e+02,-2.0365298556118439e+01,3.4359136235623198e+00,3.5558616885770107e+00,red,-1.0000000000000000e+00,1.0854139484977925e+02,1.2890669340589770e+02
678,2.3893445738812815e+02,-1.8878929423667230e+01,3.8930641487787874e+00,4.0218122331518202e+00,red,-1.0000000000000000e+00,1.1002776398223045e+02,1.2890669340589770e+02
679,2.4042542402920185e+02,-1.7387962782593529e+01,4.3524347446257696e+00,4.4859907010736606e+00,red,-1.0000000000000000e+00,1.1151873062330417e+02,1.2890669340589770e+02
680,2.4191918232139849e+02,-1.5894204490396872e+01,4.8217319377147305e+00,4.9479242406579260e+00,red,-1.0000000000000000e+00,1.1301248891550081e+02,1.2890669340589767e+02
681,2.4342816360696855e+02,-1.4385223204826808e+01,5.2948163249332625e+00,5.4114678204418851e+00,red,-1.0000000000000000e+00,1.1452147020107087e+02,1.2890669340589767e+02
682,2.4494552352894110e+02,-1.2867863282854259e+01,5.7700126465695689e+00,5.8744611161563967e+00,red,-1.0000000000000000e+00,1.1603883012304343e+02,1.2890669340589767e+02
683,2.4647270652007276e+02,-1.1340680291722592e+01,6.2470132396615750e+00,6.3372519894269317e+00,red,-1.0000000000000000e+00,1.1756601311417509e+02,1.2890669340589767e+02
684,2.4801242196424209e+02,-9.8009648475532654e+00,6.7263886136094850e+00,6.8005022160862723e+00,red,-1.0000000000000000e+00,1.1910572855834441e+02,1.2890669340589767e+02
685,2.4956219659914626e+02,-8.2511902126491119e+00,7.2036607602700942e+00,7.2632531998493732e+00,red,-1.0000000000000000e+00,1.2065550319324858e+02,1.2890669340589770e+02
686,2.5111675630799667e+02,-6.6966305037987146e+00,7.6750097198761722e+00,7.7236858185207780e+00,red,-1.0000000000000000e+00,1.2221006290209898e+02,1.2890669340589770e+02
687,2.5267544694533163e+02,-5.1379398664637517e+00,8.1435861208097755e+00,8.1813342907959736e+00,red,-1.0000000000000000e+00,1.2376875353943394e+02,1.2890669340589770e+02
688,2.5423296685673714e+02,-3.5804199550582410e+00,8.6011988409699942e+00,8.6343470570184309e+00,red,-1.0000000000000000e+00,1.2532627345083945e+02,1.2890669340589770e+02
689,2.5579048311252888e+02,-2.0229036992664993e+00,9.0522638280458132e+00,9.0827457018817199e+00,red,-1.0000000000000000e+00,1.2688378970663119e+02,1.2890669340589770e+02
690,2.5734865806742687e+02,-4.6472874436851241e-01,9.4965642691197925e+00,9.5263615841148521e+00,red,-1.0000000000000000e+00,1.2844196466152917e+02,1.2890669340589770e+02
691,2.5890389375227340e+02,1.0905069404779992e+00,9.9312976583228636e+00,9.9637948295314231e+00,red,-1.0000000000000000e+00,1.2999720034637571e+02,1.2890669340589770e+02
692,2.6045788740364952e+02,2.6445005918541060e+00,1.0362269776452919e+01,1.0395135633998109e+01,red,-1.0000000000000000e+00,1.3155119399775182e+02,1.2890669340589770e+02
693,2.6201356473112071e+02,4.2001779193252684e+00,1.0791404727849372e+01,1.0820763468234702e+01,red,-1.0000000000000000e+00,1.3310687132522298e+02,1.2890669340589773e+02
694,2.6356839831658920e+02,5.7550115047937762e+00,1.1216576668213602e+01,1.1239537187652729e+01,red,-1.0000000000000000e+00,1.3466170491069150e+02,1.2890669340589770e+02
695,2.6512163194534565e+02,7.3082451335502370e+00,1.1637519615271238e+01,1.1650812860121675e+01,red,-1.0000000000000000e+00,1.3621493853944796e+02,1.2890669340589770e+02
696,2.6667442342197251e+02,8.8610366101770790e+00,1.2055782464479032e+01,1.2054452056825880e+01,red,-1.0000000000000000e+00,1.3776773001607478e+02,1.2890669340589773e+02
697,2.6820358361682906e+02,1.0390196805033657e+01,1.2450527099400633e+01,1.2444151462850186e+01,red,-1.0000000000000000e+00,1.3929689021093137e+02,1.2890669340589770e+02
698,2.6970895616429937e+02,1.1895569352503987e+01,1.2818156045011145e+01,1.2819804054730696e+01,red,-1.0000000000000000e+00,1.4080226275840167e+02,1.2890669340589770e+02
699,2.7120462465112911e+02,1.3391237839333712e+01,1.3169413617135357e+01,1.3184781230916485e+01,red,-1.0000000000000000e+00,1.4229793124523141e+02,1.2890669340589770e+02
700,2.7269570083372105e+02,1.4882314021925630e+01,1.3510103318590577e+01,1.3540055304075338e+01,red,-1.0000000000000000e+00,1.4378900742782335e+02,1.2890669340589770e+02
701,2.7418348157852824e+02,1.6370094766732848e+01,1.3844629316877487e+01,1.3885627038824623e+01,red,-1.0000000000000000e+00,1.4527678817263055e+02,1.2890669340589770e+02
702,2.7567302764350416e+02,1.7859640831708749e+01,1.4177829680226120e+01,1.4222325151026780e+01,red,-1.0000000000000000e+00,1.4676633423760646e+02,1.2890669340589770e+02
703,2.7716421357863771e+02,1.9350826766842300e+01,1.4509755320858201e+01,1.4549746028387005e+01,red,-1.0000000000000000e+00,1.4825752017274002e+02,1.2890669340589770e+02
704,2.7865728833038287e+02,2.0843901518587430e+01,1.4840382003615460e+01,1.4867586209251272e+01,red,-1.0000000000000000e+00,1.4975059492448514e+02,1.2890669340589773e+02
705,2.8015180733478962e+02,2.2338420522994170e+01,1.5169857971813851e+01,1.5175414624795849e+01,red,-1.0000000000000000e+00,1.5124511392889190e+02,1.2890669340589773e+02
706,2.8164813251970537e+02,2.3834745707909896e+01,1.5497676444740989e+01,1.5472994206985788e+01,red,-1.0000000000000000e+00,1.5274143911380764e+02,1.2890669340589773e+02
707,2.8314375033314064e+02,2.5330363521345156e+01,1.5822499373911548e+01,1.5759561614407914e+01,red,-1.0000000000000000e+00,1.5423705692724289e+02,1.2890669340589776e+02
708,2.8463904915114426e+02,2.6825662339348796e+01,1.6143398783426612e+01,1.6034978236213760e+01,red,-1.0000000000000000e+00,1.5573235574524654e+02,1.2890669340589773e+02
709,2.8613631902232123e+02,2.8322932210525771e+01,1.6462781724625451e+01,1.6299454352753401e+01,red,-1.0000000000000000e+00,1.5722962561642350e+02,1.2890669340589773e+02
710,2.8763563543881247e+02,2.9822248627017029e+01,1.6781259735983461e+01,1.6552792263865115e+01,red,-1.0000000000000000e+00,1.5872894203291474e+02,1.2890669340589773e+02
711,2.8913522864467467e+02,3.1321841832879215e+01,1.7097654413588344e+01,1.6794531957733795e+01,red,-1.0000000000000000e+00,1.6022853523877694e+02,1.2890669340589773e+02
712,2.9063503079639531e+02,3.2821643984599852e+01,1.7411975906771335e+01,1.7024554222803317e+01,red,-1.0000000000000000e+00,1.6172833739049759e+02,1.2890669340589773e+02
713,2.9213702218003743e+02,3.4323635368241959e+01,1.7725348521052048e+01,1.7243063699425363e+01,red,-1.0000000000000000e+00,1.6323032877413971e+02,1.2890669340589773e+02
714,2.9364008327118466e+02,3.5826696459389183e+01,1.8037147415182762e+01,1.7449819424808538e+01,red,-1.0000000000000000e+00,1.6473338986528694e+02,1.2890669340589773e+02
715,2.9514476032928735e+02,3.7331373517491848e+01,1.8347791759360629e+01,1.7644856649447377e+01,red,-1.0000000000000000e+00,1.6623806692338960e+02,1.2890669340589776e+02
716,2.9665209430488790e+02,3.8838707493092421e+01,1.8659306405694227e+01,1.7828281143136337e+01,red,-1.0000000000000000e+00,1.6774540089899017e+02,1.2890669340589773e+02
717,2.9815674609913418e+02,4.0343359287338693e+01,1.8959939923935131e+01,1.7999497173485963e+01,red,-1.0000000000000000e+00,1.6925005269323643e+02,1.2890669340589776e+02
718,2.9965365936252198e+02,4.1840272550726503e+01,1.9233909767766608e+01,1.8158132704958177e+01,red,-1.0000000000000000e+00,1.7074696595662425e+02,1.2890669340589773e+02
719,3.0114591182514607e+02,4.3332525013350619e+01,1.9488513076496147e+01,1.8304765461176487e+01,red,-1.0000000000000000e+00,1.7223921841924835e+02,1.2890669340589773e+02
720,3.0263795780495570e+02,4.4824570993160258e+01,1.9736905128932687e+01,1.8440022735966863e+01,red,-1.0000000000000000e+00,1.7373126439905798e+02,1.2890669340589773e+02
721,3.0263795780536526e+02,4.4824570993569822e+01,1.9736905128855405e+01,1.8440022939085509e+01,red,1.0000000000000000e+00,1.7373126439946753e+02,1.2890669340589773e+02
722,3.0263795780536526e+02,4.4824570993569829e+01,1.9736905128855422e+01,1.9736905411977467e+01,blue,1.0000000000000000e+00,1.7373126439946753e+02,1.2890669340589773e+02
723,3.0263795780536532e+02,4.4824570993569871e+01,1.9736905128855398e+01,1.9736905575890070e+01,blue,1.0000000000000000e+00,1.7373126439946759e+02,1.2890669340589773e+02
724,3.0263795780536537e+02,4.4824570993569935e+01,1.9736905128855391e+01,1.9736905203360699e+01,blue,1.0000000000000000e+00,1.7373126439946765e+02,1.2890669340589773e+02
725,3.0263795780536543e+02,4.4824570993569907e+01,1.9736905128855405e+01,1.9736905367273131e+01,blue,1.0000000000000000e+00,1.7373126439946768e+02,1.2890669340589776e+02
726,3.0263795780536543e+02,4.4824570993569878e+01,1.9736905128855394e+01,1.9736905367273131e+01,blue,1.0000000000000000e+00,1.7373126439946765e+02,1.2890669340589778e+02
727,3.0263795780536543e+02,4.4824570993569850e+01,1.9736905128855387e+01,1.9736905084151012e+01,blue,1.0000000000000000e+00,1.7373126439946765e+02,1.2890669340589778e+02
728,3.0263795780536549e+02,4.4824570993569914e+01,1.9736905128855380e+01,1.9736905039447528e+01,blue,1.0000000000000000e+00,1.7373126439946770e+02,1.2890669340589778e+02
729,3.0263795780536560e+02,4.4824570993569814e+01,1.9736905128855387e+01,1.9736904860632912e+01,blue,1.0000000000000000e+00,1.7373126439946770e+02,1.2890669340589790e+02
730,3.0263795780536566e+02,4.4824570993569857e+01,1.9736905128855422e+01,1.9736905248063387e+01,blue,1.0000000000000000e+00,1.7373126439946776e+02,1.2890669340589790e+02
731,3.0263795780536572e+02,4.4824570993569822e+01,1.9736905128855398e+01,1.9736905441778141e+01,blue,1.0000000000000000e+00,1.7373126439946776e+02,1.2890669340589795e+02
732,3.0263795780536577e+02,4.4824570993569871e+01,1.9736905128855401e+01,1.9736905352371004e+01,blue,1.0000000000000000e+00,1.7373126439946782e+02,1.2890669340589795e+02
733,3.0263795780536583e+02,4.4824570993569921e+01,1.9736905128855394e+01,1.9736905382173326e+01,blue,1.0000000000000000e+00,1.7373126439946788e+02,1.2890669340589795e+02
734,3.0263795780536589e+02,4.4824570993569857e+01,1.9736905128855391e+01,1.9736905262963752e+01,blue,1.0000000000000000e+00,1.7373126439946788e+02,1.2890669340589801e+02
735,3.0263795780536589e+02,4.4824570993569857e+01,1.9736905128855387e+01,1.9736905262963752e+01,blue,1.0000000000000000e+00,1.7373126439946788e+02,1.2890669340589801e+02
736,3.0263795780536594e+02,4.4824570993569893e+01,1.9736905128855391e+01,1.9736905262963525e+01,blue,1.0000000000000000e+00,1.7373126439946793e+02,1.2890669340589801e+02
737,3.0263795780536594e+02,4.4824570993569871e+01,1.9736905128855401e+01,1.9736905352370378e+01,blue,1.0000000000000000e+00,1.7373126439946790e+02,1.2890669340589804e+02
738,3.0263795780536600e+02,4.4824570993569907e+01,1.9736905128855398e+01,1.9736905039445993e+01,blue,1.0000000000000000e+00,1.7373126439946796e+02,1.2890669340589804e+02
739,3.0263795780536606e+02,4.4824570993569864e+01,1.9736905128855415e+01,1.9736905099050354e+01,blue,1.0000000000000000e+00,1.7373126439946796e+02,1.2890669340589810e+02
740,3.0263795780536611e+02,4.4824570993569893e+01,1.9736905128855398e+01,1.9736905501381365e+01,blue,1.0000000000000000e+00,1.7373126439946799e+02,1.2890669340589812e+02
741,3.0263795780536617e+02,4.4824570993569829e+01,1.9736905128855419e+01,1.9736905531183517e+01,blue,1.0000000000000000e+00,1.7373126439946799e+02,1.2890669340589818e+02
742,3.0263795780536623e+02,4.4824570993569907e+01,1.9736905128855394e+01,1.9736905113951003e+01,blue,1.0000000000000000e+00,1.7373126439946807e+02,1.2890669340589815e+02
743,3.0263795780536634e+02,4.4824570993569807e+01,1.9736905128855380e+01,1.9736905128851085e+01,blue,1.0000000000000000e+00,1.7373126439946807e+02,1.2890669340589827e+02
744,3.0263795780536645e+02,4.4824570993569914e+01,1.9736905128855391e+01,1.9736905262961876e+01,blue,1.0000000000000000e+00,1.7373126439946819e+02,1.2890669340589827e+02
745,3.0263795780536645e+02,4.4824570993569907e+01,1.9736905128855387e+01,1.9736905158653407e+01,blue,1.0000000000000000e+00,1.7373126439946819e+02,1.2890669340589827e+02
746,3.0263795780536651e+02,4.4824570993569850e+01,1.9736905128855391e+01,1.9736904950037037e+01,blue,1.0000000000000000e+00,1.7373126439946819e+02,1.2890669340589832e+02
747,3.0263795780536657e+02,4.4824570993569878e+01,1.9736905128855398e+01,1.9736904875531231e+01,blue,1.0000000000000000e+00,1.7373126439946822e+02,1.2890669340589835e+02
748,3.0263795780536663e+02,4.4824570993569814e+01,1.9736905128855398e+01,1.9736904935135591e+01,blue,1.0000000000000000e+00,1.7373126439946822e+02,1.2890669340589841e+02
749,3.0263795780536663e+02,4.4824570993569800e+01,1.9736905128855419e+01,1.9736904935135591e+01,blue,1.0000000000000000e+00,1.7373126439946822e+02,1.2890669340589841e+02
750,3.0263795780536663e+02,4.4824570993569807e+01,1.9736905128855373e+01,1.9736904935135591e+01,blue,1.0000000000000000e+00,1.7373126439946822e+02,1.2890669340589841e+02
751,3.0263795780536663e+02,4.4824570993569829e+01,1.9736905128855387e+01,1.9736904860629785e+01,blue,1.0000000000000000e+00,1.7373126439946822e+02,1.2890669340589841e+02
752,3.0263795780536663e+02,4.4824570993569829e+01,1.9736905128855383e+01,1.9736904860629785e+01,blue,1.0000000000000000e+00,1.7373126439946822e+02,1.2890669340589841e+02
753,3.0263795780536668e+02,4.4824570993569871e+01,1.9736905128855405e+01,1.9736905024542217e+01,blue,1.0000000000000000e+00,1.7373126439946827e+02,1.2890669340589841e+02
754,3.0263795780536674e+02,4.4824570993569829e+01,1.9736905128855383e+01,1.9736904994739781e+01,blue,1.0000000000000000e+00,1.7373126439946827e+02,1.2890669340589847e+02
755,3.0263795780536674e+02,4.4824570993569814e+01,1.9736905128855383e+01,1.9736904875530492e+01,blue,1.0000000000000000e+00,1.7373126439946827e+02,1.2890669340589847e+02
756,3.0263795780536674e+02,4.4824570993569836e+01,1.9736905128855398e+01,1.9736904994739781e+01,blue,1.0000000000000000e+00,1.7373126439946827e+02,1.2890669340589847e+02
757,3.0263795780536680e+02,4.4824570993569786e+01,1.9736905128855380e+01,1.9736904890431198e+01,blue,1.0000000000000000e+00,1.7373126439946830e+02,1.2890669340589849e+02
758,3.0263795780536685e+02,4.4824570993569836e+01,1.9736905128855383e+01,1.9736904771222193e+01,blue,1.0000000000000000e+00,1.7373126439946833e+02,1.2890669340589852e+02
759,3.0263795780536691e+02,4.4824570993569871e+01,1.9736905128855369e+01,1.9736904815925392e+01,blue,1.0000000000000000e+00,1.7373126439946839e+02,1.2890669340589852e+02
760,3.0263795780536691e+02,4.4824570993569843e+01,1.9736905128855373e+01,1.9736904860628876e+01,blue,1.0000000000000000e+00,1.7373126439946839e+02,1.2890669340589852e+02
761,3.0263795780536691e+02,4.4824570993569843e+01,1.9736905128855362e+01,1.9736904860628876e+01,blue,1.0000000000000000e+00,1.7373126439946839e+02,1.2890669340589852e+02
762,3.0263795780536691e+02,4.4824570993569836e+01,1.9736905128855373e+01,1.9736904860628876e+01,blue,1.0000000000000000e+00,1.7373126439946839e+02,1.2890669340589852e+02
763,3.0263795780536697e+02,4.4824570993569893e+01,1.9736905128855391e+01,1.9736905069245132e+01,blue,1.0000000000000000e+00,1.7373126439946844e+02,1.2890669340589852e+02
764,3.0263795780536697e+02,4.4824570993569893e+01,1.9736905128855401e+01,1.9736905069245132e+01,blue,1.0000000000000000e+00,1.7373126439946844e+02,1.2890669340589852e+02
765,3.0263795780536702e+02,4.4824570993569814e+01,1.9736905128855366e+01,1.9736904875529184e+01,blue,1.0000000000000000e+00,1.7373126439946842e+02,1.2890669340589861e+02
766,3.0263795780536702e+02,4.4824570993569836e+01,1.9736905128855401e+01,1.9736904890430687e+01,blue,1.0000000000000000e+00,1.7373126439946844e+02,1.2890669340589858e+02
767,3.0263795780536702e+02,4.4824570993569829e+01,1.9736905128855380e+01,1.9736904890430687e+01,blue,1.0000000000000000e+00,1.7373126439946842e+02,1.2890669340589861e+02
768,3.0263795780536708e+02,4.4824570993569900e+01,1.9736905128855383e+01,1.9736905113947763e+01,blue,1.0000000000000000e+00,1.7373126439946850e+02,1.2890669340589858e+02
769,3.0263795780536714e+02,4.4824570993569850e+01,1.9736905128855405e+01,1.9736904845726691e+01,blue,1.0000000000000000e+00,1.7373126439946850e+02,1.2890669340589864e+02
770,3.0263795780536714e+02,4.4824570993569871e+01,1.9736905128855391e+01,1.9736905113947763e+01,blue,1.0000000000000000e+00,1.7373126439946850e+02,1.2890669340589864e+02
771,3.0263795780536714e+02,4.4824570993569878e+01,1.9736905128855369e+01,1.9736904950034990e+01,blue,1.0000000000000000e+00,1.7373126439946850e+02,1.2890669340589864e+02
772,3.0263795780536714e+02,4.4824570993569850e+01,1.9736905128855376e+01,1.9736904845726691e+01,blue,1.0000000000000000e+00,1.7373126439946850e+02,1.2890669340589864e+02
773,3.0263795780536714e+02,4.4824570993569850e+01,1.9736905128855383e+01,1.9736904845726691e+01,blue,1.0000000000000000e+00,1.7373126439946850e+02,1.2890669340589864e+02
774,3.0263795780536719e+02,4.4824570993569886e+01,1.9736905128855373e+01,1.9736904652011425e+01,blue,1.0000000000000000e+00,1.7373126439946853e+02,1.2890669340589866e+02
775,3.0263795780536719e+02,4.4824570993569871e+01,1.9736905128855383e+01,1.9736904845726521e+01,blue,1.0000000000000000e+00,1.7373126439946853e+02,1.2890669340589866e+02
776,3.0263795780536725e+02,4.4824570993569800e+01,1.9736905128855383e+01,1.9736904756319213e+01,blue,1.0000000000000000e+00,1.7373126439946853e+02,1.2890669340589872e+02
777,3.0263795780536725e+02,4.4824570993569829e+01,1.9736905128855380e+01,1.9736904681813407e+01,blue,1.0000000000000000e+00,1.7373126439946853e+02,1.2890669340589872e+02
778,3.0263795780536725e+02,4.4824570993569850e+01,1.9736905128855376e+01,1.9736904681813407e+01,blue,1.0000000000000000e+00,1.7373126439946856e+02,1.2890669340589869e+02
779,3.0263795780536731e+02,4.4824570993569907e+01,1.9736905128855376e+01,1.9736904890429663e+01,blue,1.0000000000000000e+00,1.7373126439946861e+02,1.2890669340589869e+02
780,3.0263795780536731e+02,4.4824570993569886e+01,1.9736905128855383e+01,1.9736904890429663e+01,blue,1.0000000000000000e+00,1.7373126439946859e+02,1.2890669340589872e+02
781,3.0263795780536731e+02,4.4824570993569878e+01,1.9736905128855387e+01,1.9736904890429663e+01,blue,1.0000000000000000e+00,1.7373126439946859e+02,1.2890669340589872e+02
