epoch,loss,training_stress_relative_l2,learning_rate
69,0.0002603703615022823,nan,0.0004
70,0.00025201458871985477,nan,0.0004
71,0.00024444710558142377,nan,0.0004
72,0.00023607827595831758,nan,0.0004
73,0.0002281288039672223,nan,0.0004
74,0.00022168053126531758,nan,0.0004
75,0.00021460606647586382,nan,0.0004
76,0.00020767737145501155,nan,0.0004
77,0.0002015648917424389,nan,0.0004
78,0.0001951158456331878,nan,0.0004
79,0.00018946577566330907,nan,0.0004
80,0.00018338586044221842,0.013427061960101128,0.0004
81,0.00017722276243148372,nan,0.0004
82,0.00017229916799503067,nan,0.0004
83,0.00016675577218713307,nan,0.0004
84,0.00016127352298806526,nan,0.0004
85,0.00015636043584284684,nan,0.0004
86,0.0001515616275827159,nan,0.0004
87,0.00014631483160580197,nan,0.0004
88,0.00014144116721581668,nan,0.0004
89,0.00013729409477457888,nan,0.0004
90,0.0001327496984568252,nan,0.0004
91,0.00012857831030420062,nan,0.0004
92,0.00012454275700427524,nan,0.0004
93,0.00012034520154379102,nan,0.0004
94,0.0001171250912227185,nan,0.0004
95,0.00011330224380664597,nan,0.0004
96,0.00010995089542120695,nan,0.0004
97,0.00010686557410129656,nan,0.0004
98,0.0001034726530498894,nan,0.0004
99,0.00010050969204813655,nan,0.0004
100,9.803179380940963e-05,0.009818891994655132,0.0004
101,9.558977601247736e-05,nan,0.0004
102,9.274669611369502e-05,nan,0.0004
103,9.090010819447882e-05,nan,0.0004
104,8.840602876497778e-05,nan,0.0004
105,8.68966009066854e-05,nan,0.0004
106,8.473993996934344e-05,nan,0.0004
107,8.26202263447663e-05,nan,0.0004
108,8.084814503995908e-05,nan,0.0004
109,7.933069341729774e-05,nan,0.0004
110,7.785464199346111e-05,nan,0.0004
111,7.633085867079596e-05,nan,0.0004
112,7.436644820565427e-05,nan,0.0004
113,7.302499903340099e-05,nan,0.0004
114,7.158292727480229e-05,nan,0.0004
115,7.015703778489735e-05,nan,0.0004
116,6.846010189662963e-05,nan,0.0004
117,6.762367815503644e-05,nan,0.0004
118,6.660808719095291e-05,nan,0.0004
119,6.517309992449116e-05,nan,0.0004
120,6.369132043565278e-05,0.007914943620562553,0.0004
121,6.276542222217863e-05,nan,0.0004
122,6.137156338405071e-05,nan,0.0004
123,6.031680903914902e-05,nan,0.0004
124,5.938463773755184e-05,nan,0.0004
125,5.793743265611637e-05,nan,0.0004
126,5.686724250187615e-05,nan,0.0004
127,5.620924423931649e-05,nan,0.0004
128,5.531347010724453e-05,nan,0.0004
129,5.411540243787588e-05,nan,0.0004
130,5.2998586599844406e-05,nan,0.0004
131,5.206024690306987e-05,nan,0.0004
132,5.1005101138596525e-05,nan,0.0004
133,5.0276263748485316e-05,nan,0.0004
134,4.8979029492733796e-05,nan,0.0004
135,4.819774632643977e-05,nan,0.0004
136,4.759328361682559e-05,nan,0.0004
137,4.687630900190453e-05,nan,0.0004
138,4.558596602119333e-05,nan,0.0004
139,4.476786192821304e-05,nan,0.0004
140,4.373519159680991e-05,0.00662777666002512,0.0004
141,4.31951093897051e-05,nan,0.0004
142,4.252343933330849e-05,nan,0.0004
143,4.177814264915435e-05,nan,0.0004
144,4.146652200789605e-05,nan,0.0004
145,3.9848315484252656e-05,nan,0.0004
146,3.949333970215068e-05,nan,0.0004
147,3.922107067342882e-05,nan,0.0004
148,3.859563016535335e-05,nan,0.0004
149,3.728609711591465e-05,nan,0.0004
150,3.6542348054893036e-05,nan,0.0004
151,3.59488713675765e-05,nan,0.0004
152,3.5790676756059166e-05,nan,0.0004
153,3.520193894035873e-05,nan,0.0004
154,3.418241666858429e-05,nan,0.0004
155,3.32099571096478e-05,nan,0.0004
156,3.3065807050055206e-05,nan,0.0004
157,3.239464193164302e-05,nan,0.0004
158,3.2335038162677345e-05,nan,0.0004
159,3.207448315623441e-05,nan,0.0004
160,3.131845409774946e-05,0.005537322256714106,0.0004
161,3.015935524470276e-05,nan,0.0004
162,3.015264795707211e-05,nan,0.0004
163,2.9745897875357144e-05,nan,0.0004
164,2.8776449552323255e-05,nan,0.0004
165,2.8222999322611873e-05,nan,0.0004
166,2.810158164518523e-05,nan,0.0004
167,2.7759337037288652e-05,nan,0.0004
168,2.731977979743129e-05,nan,0.0004
169,2.6191177110174773e-05,nan,0.0004
170,2.6464583142013806e-05,nan,0.0004
171,2.7142469897861936e-05,nan,0.0004
172,2.4997639263380768e-05,nan,0.0004
173,2.4691555019537055e-05,nan,0.0004
174,2.4382619004528453e-05,nan,0.0004
175,2.4535821702792653e-05,nan,0.0004
176,2.4115257676587338e-05,nan,0.0004
177,2.5389020973105086e-05,nan,0.0004
178,2.294049321520746e-05,nan,0.0004
179,2.3046753456044286e-05,nan,0.0004
180,2.3469454121098993e-05,0.00504175154492259,0.0004
181,2.2480527857422e-05,nan,0.0004
182,2.1410221489969882e-05,nan,0.0004
183,2.204796981930957e-05,nan,0.0004
184,2.132887217427466e-05,nan,0.0004
185,2.557327860375625e-05,nan,0.0004
186,2.1250372743384947e-05,nan,0.0004
187,1.9646589054092248e-05,nan,0.0004
188,1.948744270689699e-05,nan,0.0004
189,2.0100397941186436e-05,nan,0.0004
190,1.9641586092162738e-05,nan,0.0004
191,2.0052727281667843e-05,nan,0.0004
192,2.0260225129378443e-05,nan,0.0004
193,1.8551140412994385e-05,nan,0.0004
194,2.081288571557875e-05,nan,0.0004
195,1.7829440636247723e-05,nan,0.0004
196,1.875665515803525e-05,nan,0.0004
197,1.9812894943579858e-05,nan,0.0004
198,1.844113598458029e-05,nan,0.0004
199,1.850492582080834e-05,nan,0.0004
200,2.094978164543001e-05,0.0044199032709002495,0.0004
201,1.889570787035929e-05,nan,0.0004
202,1.6700846875513282e-05,nan,0.0004
203,1.7066837345838496e-05,nan,0.0004
204,1.6147004384105525e-05,nan,0.0004
205,1.5992924831893846e-05,nan,0.0004
206,2.190497613170279e-05,nan,0.0004
207,1.672195954867035e-05,nan,0.0004
208,1.6135578368482163e-05,nan,0.0004
209,1.5053402320417161e-05,nan,0.0004
210,1.5292832089202152e-05,nan,0.0004
211,1.90957400802829e-05,nan,0.0004
212,1.6136871535208127e-05,nan,0.0004
213,1.5958440397096434e-05,nan,0.0004
214,1.5256310790492636e-05,nan,0.0004
215,1.717559280223213e-05,nan,0.0004
216,1.4003538934856704e-05,nan,0.0004
217,1.5156185798804034e-05,nan,0.0004
218,1.726866934472195e-05,nan,0.0004
219,1.6523504301504647e-05,nan,0.0004
220,1.5155292944486805e-05,0.003648508805781603,0.0004
221,1.3265386904229806e-05,nan,0.0004
222,1.6937475973261622e-05,nan,0.0004
223,1.3510956132786642e-05,nan,0.0004
224,1.4413853865267743e-05,nan,0.0004
225,1.5477448835520556e-05,nan,0.0004
226,1.5712920584418396e-05,nan,0.0004
227,1.5321073348146724e-05,nan,0.0004
228,1.3168556809735795e-05,nan,0.0004
229,1.4299198314633773e-05,nan,0.0004
230,1.2651362777870855e-05,nan,0.0004
231,1.4578200938962658e-05,nan,0.0004
232,1.5330031331999367e-05,nan,0.0004
233,1.4162935089930047e-05,nan,0.0004
234,1.4289175615650257e-05,nan,0.0004
235,1.340853409433125e-05,nan,0.0004
236,1.2124103098661484e-05,nan,0.0004
237,1.6982588190499143e-05,nan,0.0004
238,1.3832114543927471e-05,nan,0.0004
239,1.0844220822845171e-05,nan,0.0004
240,1.1172539921567983e-05,0.0038154730573296547,0.0004
241,1.4824768590592106e-05,nan,0.0004
242,1.177126324802413e-05,nan,0.0004
243,1.9856510536758127e-05,nan,0.0004
244,1.1371545480398237e-05,nan,0.0004
245,1.021124094054189e-05,nan,0.0004
246,1.0583014584510777e-05,nan,0.0004
247,1.5082231011884115e-05,nan,0.0004
248,1.1742454565440616e-05,nan,0.0004
249,1.3982050303537915e-05,nan,0.0004
250,1.1254788222248425e-05,nan,0.0004
251,1.3832186528748867e-05,nan,0.0004
252,1.4058697430570007e-05,nan,0.0004
253,1.0628307824878936e-05,nan,0.0004
254,9.349459610853552e-06,nan,0.0004
255,1.1827373984690186e-05,nan,0.0004
256,1.4537188656470755e-05,nan,0.0004
257,1.0411829963332922e-05,nan,0.0004
258,1.1697646725763291e-05,nan,0.0004
259,1.1553354246037392e-05,nan,0.0004
260,1.027090734674453e-05,0.003797185141593218,0.0004
261,1.8054699467029423e-05,nan,0.0004
262,1.1712330450353437e-05,nan,0.0004
263,8.591767878156302e-06,nan,0.0004
264,9.2396731074755e-06,nan,0.0004
265,1.2545389566824909e-05,nan,0.0004
266,1.4856887901260052e-05,nan,0.0004
267,9.090374903650997e-06,nan,0.0004
268,8.393428271557679e-06,nan,0.0004
269,1.7740897655366332e-05,nan,0.0004
270,1.0912143571423022e-05,nan,0.0004
271,8.530478124965965e-06,nan,0.0004
272,1.003425579795105e-05,nan,0.0004
273,9.73293794635942e-06,nan,0.0004
274,9.383907985870286e-06,nan,0.0004
275,8.834558162494364e-06,nan,0.0004
276,2.235801171250555e-05,nan,0.0004
277,1.0512614692372693e-05,nan,0.0004
278,8.204592379317748e-06,nan,0.0004
279,7.56994081206762e-06,nan,0.0004
280,7.782799844722763e-06,0.0029297862201929092,0.0004
281,1.2989118035707011e-05,nan,0.0004
282,8.480948138269553e-06,nan,0.0004
283,9.521266680099803e-06,nan,0.0004
284,7.571926609536469e-06,nan,0.0004
285,2.0647674369279735e-05,nan,0.0004
286,8.900667361794385e-06,nan,0.0004
287,6.9431609551463256e-06,nan,0.0004
288,7.375928598102527e-06,nan,0.0004
289,1.3497844907693366e-05,nan,0.0004
290,1.0183174355107541e-05,nan,0.0004
291,6.71191704289716e-06,nan,0.0004
292,8.616058005793968e-06,nan,0.0004
293,1.2012805099301557e-05,nan,0.0004
294,8.965240340330638e-06,nan,0.0004
295,7.597398153949244e-06,nan,0.0004
296,1.1631678093922178e-05,nan,0.0004
297,8.632445601337909e-06,nan,0.0004
298,1.504544115960016e-05,nan,0.0004
299,7.87482101966614e-06,nan,0.0004
300,6.76085397167804e-06,0.0026541631668806076,0.0004
301,9.901644548167328e-06,nan,0.0004
302,7.415121621710972e-06,nan,0.0004
303,9.676238530826393e-06,nan,0.0004
304,1.126491113407408e-05,nan,0.0004
305,8.221205782185145e-06,nan,0.0004
306,1.2225754660364516e-05,nan,0.0004
307,8.272692529889927e-06,nan,0.0004
308,8.175044883871494e-06,nan,0.0004
309,6.671189331191945e-06,nan,0.0004
310,1.4673564069030195e-05,nan,0.0004
311,1.0561360458841253e-05,nan,0.0004
312,7.087711562942584e-06,nan,0.0004
313,6.394021730321347e-06,nan,0.0004
314,6.006059080660904e-06,nan,0.0004
315,1.4615285265420055e-05,nan,0.0004
316,7.246499350272913e-06,nan,0.0004
317,7.315264846746922e-06,nan,0.0004
318,7.491916339522167e-06,nan,0.0004
319,1.0849069305415335e-05,nan,0.0004
320,6.303833743004361e-06,0.002535970415920019,0.0004
321,9.018471616770882e-06,nan,0.0004
322,1.2772820995181704e-05,nan,0.0004
323,5.864839918272251e-06,nan,0.0004
324,5.8000061168665224e-06,nan,0.0004
325,1.2907255899739943e-05,nan,0.0004
326,6.917230419074056e-06,nan,0.0004
327,7.89332084928497e-06,nan,0.0004
328,1.4504563397268714e-05,nan,0.0004
329,6.452084293144893e-06,nan,0.0004
330,5.361709925098155e-06,nan,0.0004
331,5.6362561938132985e-06,nan,0.0004
332,1.298829837887078e-05,nan,0.0004
333,7.825368188436928e-06,nan,0.0004
334,5.503951797436457e-06,nan,0.0004
335,8.655505822658867e-06,nan,0.0004
336,9.600372306050741e-06,nan,0.0004
337,9.419019567792054e-06,nan,0.0004
338,7.840395870449288e-06,nan,0.0004
339,6.0243371114699615e-06,nan,0.0004
340,7.054284095728589e-06,0.0024230852723121643,0.0004
341,8.527938765231132e-06,nan,0.0004
342,5.467052047876038e-06,nan,0.0004
343,8.691981427680864e-06,nan,0.0004
344,2.2455368067582e-05,nan,0.0004
345,6.000806378223287e-06,nan,0.0004
346,4.520327719445858e-06,nan,0.0004
347,4.632610853150254e-06,nan,0.0004
348,4.949829804832849e-06,nan,0.0004
349,7.265035408097363e-06,nan,0.0004
350,6.299837103277376e-06,nan,0.0004
351,4.488572846673412e-06,nan,0.0004
352,2.365610911241405e-05,nan,0.0004
353,5.655794354795405e-06,nan,0.0004
354,4.4960128838687924e-06,nan,0.0004
355,4.895974025539881e-06,nan,0.0004
356,5.322183756948949e-06,nan,0.0004
357,5.789266348680637e-06,nan,0.0004
358,7.391115104837809e-06,nan,0.0004
359,9.085591466794506e-06,nan,0.0004
360,5.8295038006353595e-06,0.002200453309342265,0.0004
361,6.715785494398679e-06,nan,0.0004
362,8.186161064966453e-06,nan,0.0004
363,8.322039607096317e-06,nan,0.0004
364,9.326353375837681e-06,nan,0.0004
365,5.380796698807023e-06,nan,0.0004
366,7.069491781900676e-06,nan,0.0004
367,5.799794878300788e-06,nan,0.0004
368,6.9437401853738936e-06,nan,0.0004
369,1.3558409962031334e-05,nan,0.0004
370,7.100231195417345e-06,nan,0.0004
371,3.971625060498978e-06,nan,0.0004
372,4.1371021645183515e-06,nan,0.0004
373,1.0282661437317816e-05,nan,0.0004
374,1.7377549048197345e-05,nan,0.0004
375,4.516477516787105e-06,nan,0.0004
376,4.238954092956932e-06,nan,0.0004
377,4.509647902119064e-06,nan,0.0004
378,6.424405160874745e-06,nan,0.0004
379,4.011682777773886e-06,nan,0.0004
380,9.700495377694972e-06,0.0020760921761393547,0.0004
381,4.859909848972974e-06,nan,0.0004
382,4.094614976363826e-06,nan,0.0004
383,1.3100465728846891e-05,nan,0.0004
384,5.723105089230187e-06,nan,0.0004
385,4.366614609386522e-06,nan,0.0004
386,4.5871033930948385e-06,nan,0.0004
387,1.1845964443771797e-05,nan,0.0004
388,5.296160999798168e-06,nan,0.0004
389,4.0238404650423305e-06,nan,0.0004
390,8.368256464597869e-06,nan,0.0004
391,5.484483229641531e-06,nan,0.0004
392,3.955562802999608e-06,nan,0.0004
393,1.2185973446321441e-05,nan,0.0004
394,4.74786174385776e-06,nan,0.0004
395,4.636886817226898e-06,nan,0.0004
396,6.5845409625143035e-06,nan,0.0004
397,1.0122057288013079e-05,nan,0.0004
398,5.608668364705712e-06,nan,0.0004
399,5.502481599251041e-06,nan,0.0004
400,7.570165036196596e-06,0.003044226672500372,0.0004
401,7.221552786412994e-06,nan,0.0004
402,4.426247027435305e-06,nan,0.0004
403,5.88570178142281e-06,nan,0.0004
404,1.1959881072066815e-05,nan,0.0004
405,4.243476167984126e-06,nan,0.0004
406,4.024385825013505e-06,nan,0.0004
407,5.022970585573434e-06,nan,0.0004
408,9.570420616000774e-06,nan,0.0004
409,5.63902721363842e-06,nan,0.0004
410,4.526656632016831e-06,nan,0.0004
411,9.948446640245729e-06,nan,0.0004
412,4.76495536834894e-06,nan,0.0004
413,4.0352632890129895e-06,nan,0.0004
414,4.278054129153369e-06,nan,0.0004
415,1.2210008334376551e-05,nan,0.0004
416,4.760526508107432e-06,nan,0.0004
417,3.4458285224698356e-06,nan,0.0004
418,6.747619872166305e-06,nan,0.0004
419,5.1725697479317505e-06,nan,0.0004
420,1.0663411221348387e-05,0.0023756991140544415,0.0004
421,3.957455562528965e-06,nan,0.0004
422,3.3238060900152454e-06,nan,0.0004
423,4.753854707612643e-06,nan,0.0004
424,1.5244115914996385e-05,nan,0.0004
425,3.5909535772252304e-06,nan,0.0004
426,3.3604617244607113e-06,nan,0.0004
427,2.990962280414856e-06,nan,0.0004
428,1.3051497835139916e-05,nan,0.0004
429,3.965240668751196e-06,nan,0.0004
430,3.3499626523634006e-06,nan,0.0004
431,2.9715091066598823e-06,nan,0.0004
432,9.750989883522615e-06,nan,0.0004
433,6.91883795095944e-06,nan,0.0004
434,3.2375451576593115e-06,nan,0.0004
435,7.281677729527776e-06,nan,0.0004
436,1.357380426304223e-05,nan,0.0004
437,3.2197149856208988e-06,nan,0.0004
438,2.7954881463503825e-06,nan,0.0004
439,2.885879540473171e-06,nan,0.0004
440,4.810305031073598e-06,0.002929236739873886,0.0004
441,1.2493258400017684e-05,nan,0.0004
442,8.293177584332793e-06,nan,0.0004
443,2.9427941946643706e-06,nan,0.0004
444,2.9486453193520127e-06,nan,0.0004
445,2.9670426118644643e-06,nan,0.0004
446,5.259713016467113e-06,nan,0.0004
447,9.254374087201237e-06,nan,0.0004
448,4.213585633031606e-06,nan,0.0004
449,6.712271931098291e-06,nan,0.0004
450,4.728061269445418e-06,nan,0.0004
451,4.493710321185063e-06,nan,0.0004
452,3.2174581587309214e-06,nan,0.0004
453,1.603446724032067e-05,nan,0.0004
454,7.175104546722314e-06,nan,0.0004
455,3.1089632051993653e-06,nan,0.0004
456,2.8891768966719545e-06,nan,0.0004
457,5.317422501657684e-06,nan,0.0004
458,2.8465233383569824e-06,nan,0.0004
459,4.764902070275167e-06,nan,0.0004
460,5.524514765258775e-06,0.0018191098934039474,0.0004
461,2.68750644257428e-06,nan,0.0004
462,1.3577574430167226e-05,nan,0.0004
463,5.022873774915179e-06,nan,0.0004
464,2.8915213803244384e-06,nan,0.0004
465,2.857476433577917e-06,nan,0.0004
466,8.494746250815095e-06,nan,0.0004
467,3.970935722463764e-06,nan,0.0004
468,3.2174383519574164e-06,nan,0.0004
469,6.841812019384061e-06,nan,0.0004
470,3.9908156597650505e-06,nan,0.0004
471,3.205944941092403e-06,nan,0.0004
472,1.3685584934608886e-05,nan,0.0004
473,3.672072024427406e-06,nan,0.0004
474,3.0260843552106827e-06,nan,0.0004
475,4.008348149134825e-06,nan,0.0004
476,2.5193127620931826e-06,nan,0.0004
477,6.845141123684934e-06,nan,0.0004
478,1.2913599010533761e-05,nan,0.0004
479,2.872356255331262e-06,nan,0.0004
480,2.3561472314920847e-06,0.0015066954074427485,0.0004
481,4.455205633483409e-06,nan,0.0004
482,6.916222261039635e-06,nan,0.0004
483,2.3476321968229498e-06,nan,0.0004
484,3.414844059079769e-06,nan,0.0004
485,1.2971866445460128e-05,nan,0.0004
486,3.9568893347071326e-06,nan,0.0004
487,2.7830580317337685e-06,nan,0.0004
488,3.3885031387870655e-06,nan,0.0004
489,3.330601379679542e-06,nan,0.0004
490,1.0664583467385253e-05,nan,0.0004
491,3.3964209133382945e-06,nan,0.0004
492,4.211456472249766e-06,nan,0.0004
493,3.3012459560403066e-06,nan,0.0004
494,5.272888920949805e-06,nan,0.0004
495,1.0687210533433245e-05,nan,0.0004
496,4.691261202188562e-06,nan,0.0004
497,2.4818339086239036e-06,nan,0.0004
498,3.68567513457189e-06,nan,0.0004
499,3.105219228153281e-06,nan,0.0004
500,8.116022332547732e-06,0.0017307358793914318,0.0004
501,2.5340708926133055e-06,nan,0.0004
502,7.630320876867498e-06,nan,0.0004
503,4.423857153260205e-06,nan,0.0004
504,5.564884220263964e-06,nan,0.0004
505,2.4597173638472603e-06,nan,0.0004
506,4.837637254274375e-06,nan,0.0004
507,6.584895219121891e-06,nan,0.0004
508,2.1508038630431487e-06,nan,0.0004
509,8.797603556929432e-06,nan,0.0004
510,5.753926584643692e-06,nan,0.0004
511,2.288257515256528e-06,nan,0.0004
512,3.291995552798552e-06,nan,0.0004
513,1.0318621838855e-05,nan,0.0004
514,3.2684220733008935e-06,nan,0.0004
515,2.1441097672962954e-06,nan,0.0004
516,9.098001231467168e-06,nan,0.0004
517,4.966806963474718e-06,nan,0.0004
518,2.5422278390073593e-06,nan,0.0004
519,2.0678558914571313e-06,nan,0.0004
520,6.011758580792014e-06,0.0034151338040828705,0.0004
521,5.065314418836216e-06,nan,0.0004
522,3.215507199961899e-06,nan,0.0004
523,6.611593861365421e-06,nan,0.0004
524,5.443431855719946e-06,nan,0.0004
525,2.3276238776075103e-06,nan,0.0004
526,3.2580148517472145e-06,nan,0.0004
527,5.998556751499699e-06,nan,0.0004
528,1.0370675648085091e-05,nan,0.0004
529,2.554179765731398e-06,nan,0.0004
530,2.1699955402288686e-06,nan,0.0004
531,2.6271057709824098e-06,nan,0.0004
532,5.405178887519503e-06,nan,0.0004
533,4.931082727395093e-06,nan,0.0004
534,5.880388050206454e-06,nan,0.0004
535,3.0461058957842867e-06,nan,0.0004
536,4.4197472182834945e-06,nan,0.0004
537,1.0257291869998477e-05,nan,0.0004
538,2.2330967373852253e-06,nan,0.0004
539,1.9053057182342552e-06,nan,0.0004
540,6.389863760550388e-06,0.002139749238267541,0.0004
541,2.625607748996117e-06,nan,0.0004
542,2.4183602691765473e-06,nan,0.0004
543,1.3792651745663736e-05,nan,0.0004
544,3.633541929822833e-06,nan,0.0004
545,1.9261284267957778e-06,nan,0.0004
546,2.5168064515431374e-06,nan,0.0004
547,3.894916504678905e-06,nan,0.0004
548,4.782650947803362e-06,nan,0.0004
549,4.031754854252169e-06,nan,0.0004
550,2.3180288979818685e-06,nan,0.0004
551,9.486500984065868e-06,nan,0.0004
552,2.7263452095751375e-06,nan,0.0004
553,2.749946929725411e-06,nan,0.0004
554,5.796409570595844e-06,nan,0.0004
555,4.512762365670318e-06,nan,0.0004
556,2.6484714057746545e-06,nan,0.0004
557,6.729678084916992e-06,nan,0.0004
558,2.2080996334100037e-06,nan,0.0004
559,6.630759015832963e-06,nan,0.0004
560,3.6597217727089798e-06,0.0014386370312422514,0.0004
561,1.7806955544006929e-06,nan,0.0004
562,1.2142727529054457e-05,nan,0.0004
563,3.2230746506280007e-06,nan,0.0004
564,1.7023506912934223e-06,nan,0.0004
565,2.2315031300321507e-06,nan,0.0004
566,7.484874618899927e-06,nan,0.0004
567,3.290037629658063e-06,nan,0.0004
568,2.2015581517162326e-06,nan,0.0004
569,1.996258093741845e-06,nan,0.0004
570,1.2702006423987095e-05,nan,0.0004
571,3.883458193572382e-06,nan,0.0004
572,1.8549397332713447e-06,nan,0.0004
573,2.2354981697221604e-06,nan,0.0004
574,2.4931701621729494e-06,nan,0.0004
575,8.36645558508651e-06,nan,0.0004
576,3.2515306513771605e-06,nan,0.0004
577,1.9032089245161775e-06,nan,0.0004
578,6.355258224007061e-06,nan,0.0004
579,3.3689039153412323e-06,nan,0.0004
580,2.4291601945420822e-06,0.0024735014885663986,0.0004
581,3.964050805465107e-06,nan,0.0004
582,5.269606272459323e-06,nan,0.0004
583,3.394709732741898e-06,nan,0.0004
584,7.387433394493807e-06,nan,0.0004
585,3.275918701277718e-06,nan,0.0004
586,2.187749293659214e-06,nan,0.0004
587,3.221797092683792e-06,nan,0.0004
588,8.41804498779513e-06,nan,0.0004
589,1.9232356736311986e-06,nan,0.0004
590,2.1436926629205658e-06,nan,0.0004
591,8.464738496311636e-06,nan,0.0004
592,2.0458885753921804e-06,nan,0.0004
593,1.9861627951858856e-06,nan,0.0004
594,8.144326388732966e-06,nan,0.0004
595,3.6077972506771202e-06,nan,0.0004
596,2.3382713152386714e-06,nan,0.0004
597,1.5873252415851177e-06,nan,0.0004
598,9.95467894426838e-06,nan,0.0004
599,3.1371923459691635e-06,nan,0.0004
600,2.011877431532075e-06,0.0012684272369369864,0.0004
601,1.730591537596882e-06,nan,0.0004
602,6.631324906804905e-06,nan,0.0004
603,4.495069556806239e-06,nan,0.0004
604,1.6884573723372241e-06,nan,0.0004
605,6.897280172779574e-06,nan,0.0004
606,4.307966807775503e-06,nan,0.0004
607,1.6776338043200667e-06,nan,0.0004
608,3.3284998490098922e-06,nan,0.0004
609,2.529313186877752e-06,nan,0.0004
610,1.2318320327890601e-05,nan,0.0004
611,4.062475526283109e-06,nan,0.0004
612,1.528036250419973e-06,nan,0.0004
613,1.4882440508598747e-06,nan,0.0004
614,2.549991753160915e-06,nan,0.0004
615,3.1400198049932777e-06,nan,0.0004
616,8.075103500636436e-06,nan,0.0004
617,3.853099492011501e-06,nan,0.0004
618,1.7190665554759714e-06,nan,0.0004
619,1.5292220251905274e-06,nan,0.0004
620,7.85774741669027e-06,0.002754953457042575,0.0004
621,2.5940648053316786e-06,nan,0.0004
622,2.0217476722555822e-06,nan,0.0004
623,4.591169145997911e-06,nan,0.0004
624,3.6852248336395455e-06,nan,0.0004
625,4.241165066155696e-06,nan,0.0004
626,3.2994221117877275e-06,nan,0.0004
627,3.3710310381812398e-06,nan,0.0004
628,8.900073124904237e-06,nan,0.0004
629,2.7271784835681536e-06,nan,0.0004
630,1.6937179275878912e-06,nan,0.0004
631,1.920654506614449e-06,nan,0.0004
632,4.997873411917277e-06,nan,0.0004
633,4.639630341679785e-06,nan,0.0004
634,1.9516156178859226e-06,nan,0.0004
635,4.613727637829639e-06,nan,0.0004
636,3.6772931429772548e-06,nan,0.0004
637,1.7453584598991223e-06,nan,0.0004
638,9.468056060979035e-06,nan,0.0004
639,2.2565330473972373e-06,nan,0.0004
640,3.113651881971304e-06,0.0016846924554556608,0.0004
641,1.8074565559800249e-06,nan,0.0004
642,5.513114106010848e-06,nan,0.0004
643,3.863086253322426e-06,nan,0.0004
644,1.4668692242762685e-06,nan,0.0004
645,2.2666269564474028e-06,nan,0.0004
646,1.2432565940630243e-05,nan,0.0004
647,1.794516492736875e-06,nan,0.0004
648,1.2421806424619582e-06,nan,0.0004
649,3.831555461517753e-06,nan,0.0004
