epoch,loss,energy_loss,stress_global_loss,stress_component_loss,tangent0_loss,training_energy_relative_l2,training_stress_relative_l2,tangent0_relative_error,learning_rate
1,1.0258741203221229,0.13524226509395387,0.27222188047802837,0.8495921869555964,0.6657447675330246,0.14090026573688488,0.3045136593681024,0.6522581968595687,0.002
2,0.3848559273756038,0.009603956212087964,0.08117812699745024,0.5122248335116941,0.2974352288402965,nan,nan,nan,0.002
3,0.21140730717972006,0.007436892266390711,0.04708095903257431,0.18880191321969753,0.15949236817399176,nan,nan,nan,0.002
4,0.13571409190591946,0.007474116318648837,0.02915030441374032,0.05068382178736761,0.10170561188505739,nan,nan,nan,0.002
5,0.10904208691810224,0.008153506838932968,0.025020661999234698,0.02807018296937281,0.07872164547356111,nan,nan,nan,0.002
6,0.1025305208803463,0.008068245471658879,0.023581341538197458,0.02671809981919189,0.07370481978557056,nan,nan,nan,0.002
7,0.09530735848741212,0.007775867330090654,0.02213413809407355,0.026049517281039172,0.06811890662877963,nan,nan,nan,0.002
8,0.08549819333329814,0.007350080260750761,0.0202550304414499,0.024646559955306777,0.0604656107223602,nan,nan,nan,0.002
9,0.07169711284878609,0.006732402244922723,0.017679391981264964,0.02268948647579375,0.04964165940832137,nan,nan,nan,0.002
10,0.053219506512299654,0.005558405759883017,0.013978236156482917,0.02065141307137471,0.03562830661189278,0.06870391839988495,0.1087712553673963,0.1662953417726798,0.002
11,0.03306870811007184,0.0037798783114082616,0.009657043804122164,0.019635514309038236,0.0209547434035343,nan,nan,nan,0.002
12,0.018391502353768917,0.002439838822993539,0.00717266781538697,0.019195623551666815,0.009632939303436156,nan,nan,nan,0.002
13,0.013928851928228026,0.0017063642212917678,0.006017880167500587,0.019560788162812464,0.006801835016887796,nan,nan,nan,0.002
14,0.01176488426352345,0.0013040542613213723,0.005547462890722981,0.019862170182208497,0.005369786102941577,nan,nan,nan,0.002
15,0.01039518682413859,0.0009843188275039708,0.005207480290664519,0.02009368714937461,0.00454789929559649,nan,nan,nan,0.002
16,0.009532988623086939,0.0007563031354294256,0.004975794880287561,0.020090175592244547,0.004065596704770251,nan,nan,nan,0.002
17,0.008984977922737157,0.0005967237545802492,0.0048426491380192845,0.020101155936504626,0.003754458344240711,nan,nan,nan,0.002
18,0.008623857564453961,0.0004949450745914257,0.004748612974774019,0.019824891421453057,0.003553530291195516,nan,nan,nan,0.002
19,0.008376088968354263,0.0004260543225000721,0.004671454759228765,0.019551946624097538,0.0034276988995004523,nan,nan,nan,0.002
20,0.008196255745211786,0.0003838955221296694,0.004635845968654506,0.01927507168527384,0.003310877687172994,0.01914883579329353,0.06791529072248279,0.05712898115828695,0.002
21,0.008054349887107686,0.00034983578477404805,0.004572115915431083,0.01895237995877406,0.003254840711573474,nan,nan,nan,0.002
22,0.00794017198431317,0.0003307160757299517,0.0045356380170531755,0.018689202846934292,0.003189568518035526,nan,nan,nan,0.002
23,0.007846748855872923,0.0003197613873958518,0.004484925560503313,0.01845984727000654,0.003153978393562306,nan,nan,nan,0.002
24,0.007762151964230046,0.0003106548560422483,0.00446346230920741,0.018124574398487824,0.0030967639985951733,nan,nan,nan,0.002
25,0.007689816021917055,0.00030479367817452417,0.004423681542992787,0.017945365350046014,0.003068018588110826,nan,nan,nan,0.002
26,0.007623059619848387,0.0003030385378273444,0.004400231770262438,0.017674695099245512,0.003025852799998174,nan,nan,nan,0.002
27,0.007562799765690152,0.00029747832347736425,0.004349863312856418,0.017598569579052214,0.0030195755425734467,nan,nan,nan,0.002
28,0.007503068177158236,0.00029824421573740263,0.004342489197406972,0.017352553476446306,0.002966720239521955,nan,nan,nan,0.002
29,0.007449772360894625,0.0002969444115526823,0.004310898389639132,0.017211987827809548,0.002945860103746249,nan,nan,nan,0.002
30,0.007402536544858695,0.00029744065789551167,0.00428093553434647,0.017059887182136746,0.0029282645828801394,0.01716203116946047,0.06555126599584131,0.053671552919431174,0.002
31,0.007346006569348358,0.0002946674646650631,0.004251690315540133,0.016943073580132577,0.0029027824017759337,nan,nan,nan,0.002
32,0.00729530610965342,0.0002955155343057334,0.004238736718319867,0.016787133398882347,0.002864484294034827,nan,nan,nan,0.002
33,0.007246162530060253,0.00029404266102126285,0.004206421248676347,0.01671082404496967,0.002848613551720086,nan,nan,nan,0.002
34,0.007196360740855416,0.00029225203489153005,0.004169940811049913,0.016623958083436245,0.002836456107126006,nan,nan,nan,0.002
35,0.007148307893993489,0.000291339995796425,0.0041444437144634895,0.01653013481216932,0.0028144931822623215,nan,nan,nan,0.002
36,0.007102648929305733,0.0002919353474340448,0.004126344676046705,0.016418987568183878,0.002786546277426896,nan,nan,nan,0.002
37,0.007054448082929684,0.0002894915794270134,0.004096722998428079,0.016353707160582903,0.0027695555578740477,nan,nan,nan,0.002
38,0.007007200146993322,0.00028887223324433793,0.004071751219536472,0.01623688508785619,0.0027476819758480296,nan,nan,nan,0.002
39,0.00695970501268397,0.00028648480021779794,0.004032770827711977,0.016156451290924936,0.002740719064830424,nan,nan,nan,0.002
40,0.00691542472013006,0.0002869907956145356,0.0040278463966287315,0.01608176858376488,0.0027010343063518802,0.017089960536599034,0.06314603386273464,0.052136371079925116,0.002
41,0.00687243578358029,0.0002857582170381883,0.00399315134969228,0.01601932771027554,0.0026935415928131872,nan,nan,nan,0.002
42,0.0068229627930454185,0.00028231507404235075,0.003948987063067963,0.015928446463549618,0.002690470931849927,nan,nan,nan,0.002
43,0.0067784523536199405,0.0002821203993343197,0.0039375560003411065,0.01589855826501857,0.0026575180937115275,nan,nan,nan,0.002
44,0.006732251589143522,0.00027983542655616407,0.003907006268238696,0.01584377276447939,0.0026433522936433196,nan,nan,nan,0.002
45,0.006688287015613803,0.00027880152515719796,0.0038815589171970278,0.015737396728314174,0.0026255071070645964,nan,nan,nan,0.002
46,0.0066431646032827875,0.0002764700738016465,0.003852103252239095,0.01570156253270252,0.002611355803072622,nan,nan,nan,0.002
47,0.006599963867548356,0.00027553812702022363,0.0038281129148569322,0.015611683245054445,0.0025927511701282777,nan,nan,nan,0.002
48,0.006555296275641253,0.00027350303639403164,0.003802036676828271,0.015534740769017667,0.002575482625156861,nan,nan,nan,0.002
49,0.006513399502335011,0.00027073515956484054,0.0037630278220045494,0.015537230044694617,0.002574393826613316,nan,nan,nan,0.002
50,0.006469969460890783,0.00027050119825694854,0.003755642379469349,0.015483912369884077,0.002538501302554419,0.01637529410039078,0.06106613480852982,0.050410376989164986,0.002
51,0.006425058494086537,0.0002666747374204305,0.0037115796723886448,0.015461112018554747,0.0025401402423746128,nan,nan,nan,0.002
52,0.0063834907126565955,0.00026765637724431165,0.003710676038660721,0.015360330998249992,0.0024988380287870697,nan,nan,nan,0.002
53,0.006340063755144753,0.00026389688850818,0.003659837394461759,0.01528119854364773,0.0025086933831526773,nan,nan,nan,0.002
54,0.006301630083322546,0.00026330160032019505,0.0036483415226458375,0.015238921541521762,0.0024821425204685807,nan,nan,nan,0.002
55,0.006256962294001113,0.00026051257926163694,0.0036182771639173728,0.015191304793829541,0.002469351953563677,nan,nan,nan,0.002
56,0.006214530416942825,0.0002592391929039284,0.00358888429864406,0.015127042263604364,0.002457140642911211,nan,nan,nan,0.002
57,0.006174963164941822,0.00025785155561218123,0.003567206059997302,0.015055993860440665,0.0024401535937966018,nan,nan,nan,0.002
58,0.00613360520045554,0.0002564450367328918,0.0035483109681963563,0.015041949268256293,0.0024186049583828054,nan,nan,nan,0.002
59,0.006091676030309622,0.0002529335566513933,0.0035130523928328695,0.01499008002661461,0.0024142168256533455,nan,nan,nan,0.002
60,0.006052412577160655,0.0002521084370273415,0.003494784718086396,0.014928380650371572,0.0023937573750064884,0.015756955472655508,0.05908538006734677,0.0487871781669309,0.002
61,0.006013446973424422,0.00025007450977349667,0.0034642296775586204,0.014910473334489192,0.002386668864513029,nan,nan,nan,0.002
62,0.005970052808465441,0.0002474722428430544,0.003436807397530034,0.01484207838678675,0.0023723884530874213,nan,nan,nan,0.002
63,0.005935857544888834,0.0002483838964286867,0.003429004833878738,0.014773088261998642,0.0023454031783314475,nan,nan,nan,0.002
64,0.005903144785931009,0.00024694473192804343,0.003398314579605435,0.014761174347318808,0.002344316130572344,nan,nan,nan,0.002
65,0.005855168569421927,0.00024338100410328456,0.003371942375542836,0.014728686403971004,0.0023250285412119544,nan,nan,nan,0.002
66,0.00581669205298106,0.00024151869469603502,0.0033442212088770377,0.014694325713741262,0.0023154836925516013,nan,nan,nan,0.002
67,0.005781136844435332,0.00024082160785818675,0.0033289626237988485,0.014613021837532127,0.0022956401755286613,nan,nan,nan,0.002
68,0.00574491387375064,0.0002384919999050163,0.003299042000446066,0.014563021158434723,0.002290852073366314,nan,nan,nan,0.002
69,0.005705346390258185,0.00023759354161870662,0.003288390390682164,0.014532605925661387,0.0022625201975238598,nan,nan,nan,0.002
