epoch,loss,energy_loss,stress_global_loss,stress_component_loss,tangent0_loss,training_energy_relative_l2,training_stress_relative_l2,tangent0_relative_error,learning_rate
1,1.4899231963275639,0.45376945424961546,0.3775264536839907,0.6467059712763906,0.817446597381323,0.6539297593150081,0.5934472231790273,0.8982929256732078,0.002
2,1.3836975004980356,0.4010010383720307,0.32725981812302307,0.6456124498094474,0.7957870074331922,nan,nan,nan,0.002
3,1.263908555193404,0.3406192781158178,0.27329198566926244,0.6594293529078603,0.76921403874886,nan,nan,nan,0.002
4,1.133044044171565,0.2725803024805716,0.21926993249836074,0.6989413085244763,0.736596915060833,nan,nan,nan,0.002
5,1.0007139710663486,0.20090950598595375,0.17263874086966885,0.7810346193182041,0.6974840513058099,nan,nan,nan,0.002
6,0.8852052518930619,0.13349549353138968,0.14507255091426063,0.9209383737239664,0.6533606301833979,nan,nan,nan,0.002
7,0.8072740836943125,0.08171758025527956,0.1447263586195587,1.1055718161135932,0.6094312979088218,nan,nan,nan,0.002
8,0.7705095757943404,0.05244772956822609,0.16206326179680644,1.270793637512,0.5743552897781867,nan,nan,nan,0.002
9,0.7553301756949827,0.04052633948444061,0.1760238626865773,1.3490025398986363,0.5529641923435188,nan,nan,nan,0.002
10,0.7446316701894404,0.03653508395981182,0.17935264700354772,1.3517190172671396,0.5415312186120149,0.18814526423123254,0.42328019345868356,0.7328558935487889,0.002
11,0.7342088369869761,0.034587664304567306,0.1784089320726899,1.3292606917231284,0.5333179231163173,nan,nan,nan,0.002
12,0.7237031572186581,0.032914967172468945,0.17696444801444147,1.3036763295698495,0.5253439805421117,nan,nan,nan,0.002
13,0.7130268631738453,0.031500006841370935,0.1749084987045387,1.2735797947454992,0.5176433600224155,nan,nan,nan,0.002
14,0.7021914327728325,0.03008717139412152,0.1729432324331717,1.2450066517861236,0.5096915389334816,nan,nan,nan,0.002
15,0.6911582461455884,0.02873630063139933,0.17090512544810924,1.2152020353765698,0.5015745252870695,nan,nan,nan,0.002
16,0.6800279139580597,0.027386599825139003,0.16911618024153854,1.1856945315634264,0.4931104438301811,nan,nan,nan,0.002
17,0.6687070455107039,0.026217813687318632,0.1668276160123482,1.153407281533919,0.4848378506015987,nan,nan,nan,0.002
18,0.657048964036827,0.02511537110859723,0.16430987910410325,1.1202851556038276,0.4764140937121355,nan,nan,nan,0.002
19,0.6451751290896994,0.024016826793533536,0.16196471505117682,1.0870224802070292,0.4675994766227258,nan,nan,nan,0.002
20,0.6329398839485537,0.022930013452601775,0.1596583450150446,1.0536815493491456,0.4583770301893181,0.14959997035142034,0.39809225352713146,0.6734020106849782,0.002
21,0.6204125356924304,0.021937620868524715,0.15710500600546662,1.0190337817522785,0.4490480761224227,nan,nan,nan,0.002
22,0.607362464954033,0.020949825119774106,0.15447376341667832,0.984401276624145,0.4392713152095016,nan,nan,nan,0.002
23,0.5939898861557862,0.01999188162460542,0.15198951764872037,0.9485464899296749,0.42900564545107217,nan,nan,nan,0.002
24,0.5801031945943068,0.019123983581331067,0.14897675193575075,0.9111370228699416,0.41869585333069104,nan,nan,nan,0.002
25,0.5656764935626319,0.018235131610392037,0.14627736314318793,0.873780378944007,0.4075462948726892,nan,nan,nan,0.002
26,0.5507561990441338,0.01742333063681406,0.14319730376506956,0.8354177998515581,0.39623373036513493,nan,nan,nan,0.002
27,0.5353184687348235,0.016613366608728215,0.14039554786934325,0.7973903386907151,0.3841242325698071,nan,nan,nan,0.002
28,0.5195284965177442,0.015867804151281792,0.13759866360231232,0.758268830844006,0.3716157602170987,nan,nan,nan,0.002
29,0.5034428659358754,0.015220292242077268,0.13398307626892628,0.7174014802685657,0.35956659970959887,nan,nan,nan,0.002
30,0.48695219555589686,0.014597019583153589,0.13091049695821144,0.6783938847802432,0.34655363586863563,0.11965231956766853,0.3595316892990671,0.5830219147392036,0.002
31,0.4705868278647816,0.014071372195205,0.12774621780677511,0.6385660038309291,0.3336942181311232,nan,nan,nan,0.002
32,0.4542049868953606,0.013612911064586793,0.12451652940200812,0.5994451953228888,0.32084006530137105,nan,nan,nan,0.002
33,0.43809999997070326,0.01321810087610004,0.12097104467849039,0.5609829102059286,0.30853718972274774,nan,nan,nan,0.002
34,0.42242250810817905,0.012868742821716296,0.1174105611312121,0.5235160128421623,0.2966472641428513,nan,nan,nan,0.002
35,0.40734172445640915,0.01259250751014219,0.11404488955792294,0.48802586865489833,0.2851117050168938,nan,nan,nan,0.002
36,0.39285394964351383,0.012369027530824514,0.11076958176855191,0.45434963663334993,0.27404449997992597,nan,nan,nan,0.002
37,0.3791564659558495,0.012191600665820531,0.10758230595125855,0.4231391534072272,0.2636496195718076,nan,nan,nan,0.002
