epoch,loss,energy_loss,stress_global_loss,stress_component_loss,training_energy_relative_l2,training_stress_relative_l2,learning_rate
1,0.8475139316052328,0.4539099636054655,0.3776610234679531,0.6466016877659948,0.6544582318694057,0.59399803062481,0.002
2,0.7956589647313014,0.4038148480005802,0.3298102903116847,0.6426857106489761,nan,nan,0.002
3,0.7458308853826383,0.35301413028226597,0.28363446723543323,0.641691749487329,nan,nan,0.002
4,0.6987116826826026,0.30391257696900653,0.24212948301946444,0.6406510593783628,nan,nan,0.002
5,0.6555556560538547,0.25938535781527694,0.20688357943157729,0.6377629548813425,nan,nan,0.002
6,0.6170819380330582,0.221444095169174,0.1792161977375729,0.6314117030229915,nan,nan,0.002
7,0.5816155907225572,0.19125078551432648,0.15861302643999414,0.6181354167449956,nan,nan,0.002
8,0.5491612731394822,0.16798290202299648,0.14362024177982538,0.5995466187716856,nan,nan,0.002
9,0.5188362799261722,0.1501921154981953,0.1326978343854739,0.5765648658729683,nan,nan,0.002
10,0.4898772309892279,0.1350338262529175,0.12389901747581801,0.5519085966281465,0.3575401371449885,0.3462865833188576,0.002
11,0.462253587464897,0.12180245755729951,0.11670279664363914,0.526516940349813,nan,nan,0.002
12,0.4363030014096981,0.1102238857156211,0.11084456124643881,0.5013259680896779,nan,nan,0.002
13,0.4111730270209533,0.10088332087432388,0.1061235672191281,0.47454710757838126,nan,nan,0.002
14,0.38762394346141943,0.09142086969882174,0.10206414958364812,0.4499660396967822,nan,nan,0.002
15,0.3653902763581066,0.08320728970601037,0.09878522521514153,0.4257395526521544,nan,nan,0.002
16,0.3445168828812935,0.0759650161093016,0.09621180492855397,0.40225460105423605,nan,nan,0.002
17,0.32481481317380084,0.06988090298899145,0.09420698860693454,0.3791073541823527,nan,nan,0.002
18,0.3071559100917355,0.0643781511304568,0.09269096443672639,0.358258883544745,nan,nan,0.002
19,0.2909718206450711,0.05960159338293944,0.09160783811165431,0.3387200640108945,nan,nan,0.002
20,0.27618047063995155,0.05556639172560595,0.09076372236028789,0.32045386644954904,0.23164813401644063,0.30071426360778214,0.002
21,0.2630425729371535,0.052254244738034514,0.09008485197006717,0.30391940871985784,nan,nan,0.002
22,0.25142595552974534,0.049087922168375826,0.08960266099681628,0.28947365349448506,nan,nan,0.002
23,0.2404978347779491,0.04669298098162287,0.08899249655117586,0.2753846513030502,nan,nan,0.002
24,0.23084989628463046,0.04438303231084261,0.08844654679198556,0.2631455906236735,nan,nan,0.002
25,0.22154970640726715,0.04236557958326325,0.08776423015413577,0.25122246019107464,nan,nan,0.002
26,0.21309744374253736,0.040639715013397186,0.0868912810517758,0.2404148932549348,nan,nan,0.002
27,0.20517166219627347,0.03888519002030751,0.08601475823976781,0.23044788199869973,nan,nan,0.002
28,0.19739438457441616,0.03697933964294371,0.0852953258429257,0.22077607655612125,nan,nan,0.002
29,0.19012929004781545,0.035488383887749504,0.0841243607976659,0.211720483448608,nan,nan,0.002
30,0.1830124950897297,0.0339644378345981,0.08284464417205069,0.20298459236465108,0.18225421996301533,0.2866643662235993,0.002
31,0.17606230562704905,0.03264794481907747,0.0813951763101981,0.19438896890166055,nan,nan,0.002
32,0.16927158065629389,0.030785838459532994,0.08047272045195654,0.18630051307601947,nan,nan,0.002
33,0.1626531230120341,0.029746372020883618,0.07856563994487269,0.17818462648885275,nan,nan,0.002
34,0.15627169109047656,0.028298608896887997,0.07714391602990063,0.1705803456877449,nan,nan,0.002
35,0.15009333315313345,0.026929911196192688,0.07566878581159804,0.16323817821776754,nan,nan,0.002
36,0.1440797034776517,0.02555944182378714,0.07420901286775577,0.1561429412130392,nan,nan,0.002
37,0.13838046557404796,0.024611189058424462,0.07230888441097216,0.14934628175727968,nan,nan,0.002
38,0.1328879903211646,0.023264109598630473,0.07101466887494469,0.142940284578191,nan,nan,0.002
39,0.1276929175237605,0.022402121561831426,0.06914235081663483,0.13681802418884292,nan,nan,0.002
40,0.12276688274076258,0.021382028443995015,0.06759578178244291,0.13109237019740128,0.1441958836042459,0.25871658365602546,0.002
41,0.11810151364457225,0.0205143825487349,0.06596290569960911,0.12566176614312521,nan,nan,0.002
42,0.11389910680069833,0.01963052485561641,0.06450600176948605,0.12086486926958084,nan,nan,0.002
43,0.10974109236107317,0.018773088573854287,0.06313781778460505,0.11606207471300942,nan,nan,0.002
44,0.10577030978670232,0.018025328789583645,0.06166244676911816,0.11149536877581785,nan,nan,0.002
45,0.10213067345774572,0.017526442964541995,0.0599907608158914,0.10729495268497144,nan,nan,0.002
46,0.09858833606180967,0.016583186017712203,0.059025225307522584,0.10330836352717515,nan,nan,0.002
47,0.09530867153597403,0.01621498507548131,0.057312804496513714,0.09955299948174057,nan,nan,0.002
48,0.09220578351885972,0.015507356725546555,0.0561770702813241,0.0960985031519862,nan,nan,0.002
49,0.08927437058731161,0.01509187973986098,0.05475390974740349,0.09277043129970884,nan,nan,0.002
50,0.08643522629531734,0.014482469505573883,0.053626863200013364,0.0896187984564456,0.11967326477848672,0.2298452619153542,0.002
51,0.08379542802431544,0.014158898903219532,0.052166103128083834,0.08666770406522062,nan,nan,0.002
52,0.08118080445202977,0.013552307397004883,0.05118831411243806,0.08377829954557428,nan,nan,0.002
53,0.07879261020888778,0.013262225795557988,0.049804227838851266,0.08113951338181098,nan,nan,0.002
54,0.07640683130584514,0.01276946426402062,0.0487587791845461,0.07852477972252397,nan,nan,0.002
55,0.07414634416388752,0.012363427038000719,0.04766517303925863,0.07604200926991778,nan,nan,0.002
56,0.07195231937591019,0.012147722310733801,0.04632138435671494,0.07360586976781996,nan,nan,0.002
57,0.0699562268199838,0.011634959716617694,0.045520279100133856,0.07147908510636224,nan,nan,0.002
58,0.06797901989506112,0.011375980290302078,0.044346192489379155,0.06932840820781856,nan,nan,0.002
59,0.06606722387315414,0.011010591786399584,0.043382536973169954,0.06727146349443833,nan,nan,0.002
60,0.06439165014728844,0.01073995822603645,0.042373469416515964,0.0655076353916679,0.10202965673386527,0.2053620800945771,0.002
61,0.0626225838975245,0.01040165496666742,0.04150217390745831,0.06359345738704658,nan,nan,0.002
62,0.061064332125934956,0.01020587037220859,0.04044819710078008,0.0619594575365021,nan,nan,0.002
63,0.059459685517744214,0.009893546716486014,0.03964119166557772,0.06023763549088635,nan,nan,0.002
64,0.057978068401184295,0.009676088006531776,0.03872629791287864,0.05866831834989399,nan,nan,0.002
65,0.05654816635492072,0.009418993428822008,0.037951205420929134,0.057142921121324936,nan,nan,0.002
66,0.05523697225202192,0.009225535115417986,0.03712098983638072,0.055766196898872265,nan,nan,0.002
67,0.05397250746347312,0.009004965035508487,0.036390791658081255,0.054434620169329484,nan,nan,0.002
68,0.05278103977077849,0.00880270405094173,0.03565830872875549,0.0531982678193876,nan,nan,0.002
69,0.05163047841914024,0.00857897802723764,0.035029940231614744,0.05199025172364708,nan,nan,0.002
70,0.05054123480039099,0.008414053869533937,0.03434475434643339,0.05084836271375732,0.09183201880365537,0.18393388291305288,0.002
71,0.04953431164239442,0.008283712667302542,0.03365334571942874,0.04980188831822724,nan,nan,0.002
72,0.048544656151350375,0.008092489921500337,0.03310970944014734,0.048763291382036306,nan,nan,0.002
73,0.04763300303008237,0.007963059337864386,0.03250052979948389,0.04781819850869409,nan,nan,0.002
74,0.04676975101981746,0.007867162502235762,0.03188036339490435,0.04691995108484259,nan,nan,0.002
75,0.04592289942785066,0.007662214366300293,0.03147359158765985,0.046041081590883874,nan,nan,0.002
76,0.04517631935504813,0.007505193026217948,0.03101575086330828,0.04529604782438242,nan,nan,0.002
77,0.04446079520936128,0.0074629204264830724,0.030433418495900866,0.04455107762858767,nan,nan,0.002
78,0.04375450138404446,0.007335882961328013,0.029984464188851652,0.043833253835512564,nan,nan,0.002
79,0.043052644685302704,0.007177361084173499,0.029621830759249596,0.04310726033054243,nan,nan,0.002
80,0.04240084488574287,0.0071191105463267864,0.02914910980705083,0.042417283997173344,0.08306312935423266,0.17093433901098445,0.002
81,0.04180581281256209,0.007003903594291459,0.028786126549806522,0.04181250951360056,nan,nan,0.002
82,0.04126305964760272,0.006926924298566156,0.028368105492659623,0.04127957220169823,nan,nan,0.002
83,0.04069386992517478,0.006832617210603281,0.028017671890004377,0.04068689781043247,nan,nan,0.002
84,0.04017257847418025,0.006734270130895235,0.02767621273493251,0.0401671206644184,nan,nan,0.002
85,0.03965036273998416,0.0066298078586271535,0.027386089565728383,0.039624394282879345,nan,nan,0.002
86,0.03920897201984273,0.006579526710389107,0.02701485452801172,0.03919550857428571,nan,nan,0.002
87,0.03869242176333419,0.006516274347430595,0.02667918204717386,0.038644814955374536,nan,nan,0.002
88,0.03826152876657488,0.006384188797473534,0.026483493081044668,0.03821935918438684,nan,nan,0.002
