epoch,loss,energy_loss,stress_global_loss,stress_component_loss,training_energy_relative_l2,training_stress_relative_l2,learning_rate
1,0.8523756226554576,0.4599614559463006,0.3833842778053097,0.6449479677823139,0.6591785079820066,0.5987463205841194,0.002
2,0.7999794413281687,0.40973714525562444,0.33512052437263556,0.6405509436639849,nan,nan,0.002
3,0.7495052592349354,0.35863721824674616,0.288352601553547,0.6391810105089368,nan,nan,0.002
4,0.7021500533726978,0.3090116187507685,0.24590240682651188,0.6388102443006446,nan,nan,0.002
5,0.6582707999305363,0.26334512458407594,0.2096277202090752,0.636502718273401,nan,nan,0.002
6,0.6189755532730248,0.22451650720049365,0.18106191127008864,0.6302586994587274,nan,nan,0.002
7,0.5836367980270297,0.1938912985943143,0.15993410107602554,0.617893105483256,nan,nan,0.002
8,0.5511071061188032,0.16988273576440116,0.14450637465664287,0.6001632257571039,nan,nan,0.002
9,0.5201285685115805,0.15131999139250407,0.13309495289630238,0.5772112932196107,nan,nan,0.002
10,0.49147521532548244,0.13617617329053158,0.12419376612431039,0.5530659762201976,0.3590451860246171,0.3466725785308074,0.002
11,0.4633710350351368,0.12282282543619721,0.11691703372255687,0.5271003641518672,nan,nan,0.002
12,0.43729304786194206,0.11136317467457421,0.11097372727190034,0.5016402765820056,nan,nan,0.002
13,0.41198641692898647,0.10104732440930955,0.106087315047906,0.4756539935325664,nan,nan,0.002
14,0.3882973600811032,0.0920410962337038,0.10202870735618566,0.45040092300697027,nan,nan,0.002
15,0.3661462599362364,0.08391183204483663,0.09875199002588912,0.42621595784312527,nan,nan,0.002
16,0.34484171182306916,0.07649690100618167,0.09611573619781064,0.4022741823074113,nan,nan,0.002
17,0.3253216691910199,0.07030508851759042,0.09407745679302373,0.37953269504158127,nan,nan,0.002
18,0.30758534437637686,0.06442191489028021,0.09263887067603406,0.35890383840166573,nan,nan,0.002
19,0.29139606571544346,0.06006788604468854,0.09139980495289615,0.3390184739275111,nan,nan,0.002
20,0.2764326262838404,0.05574791942095893,0.0906531043713853,0.320719834046511,0.2322051482900225,0.3004060914745029,0.002
21,0.26337118228858547,0.0524746850165347,0.0899215490583295,0.304292453626804,nan,nan,0.002
22,0.25153492631770846,0.04933231173588717,0.08939404573171343,0.28950924258966465,nan,nan,0.002
23,0.24064082795452807,0.04666693477464835,0.08890537874712774,0.2756775965992492,nan,nan,0.002
24,0.23083596441393026,0.04462081507578331,0.08820028582218635,0.26301897627216286,nan,nan,0.002
25,0.22143884813769746,0.04244112578584267,0.08759819185928486,0.2510657680402308,nan,nan,0.002
26,0.21315753986896116,0.040473123130448055,0.08695291088136467,0.24064075542414193,nan,nan,0.002
27,0.2049782280384049,0.038940439240356776,0.08589442598643499,0.23015983605680124,nan,nan,0.002
28,0.19735259410765216,0.03712414209954082,0.08507731383825039,0.22068437215317385,nan,nan,0.002
29,0.19001305445637584,0.03551601878788858,0.08401165727364879,0.21157471107457115,nan,nan,0.002
30,0.18295781751921236,0.03401270142046314,0.08275719558875114,0.20289929713822832,0.18236054755300643,0.28647628797157737,0.002
31,0.17593747178201433,0.032637738764625494,0.08133161319365562,0.19424134918035113,nan,nan,0.002
32,0.16911345495232297,0.030908102552940762,0.08028934003560247,0.18603372196992393,nan,nan,0.002
33,0.16239734088556806,0.029694114361915165,0.07855547132651847,0.17784884859391037,nan,nan,0.002
34,0.1560647060587582,0.028153651446309862,0.07722825508933667,0.17036145128829064,nan,nan,0.002
35,0.1498173985736253,0.027162047609594148,0.07526818068152592,0.1627972375213154,nan,nan,0.002
36,0.1438641622186457,0.025462526094629227,0.07425482010590805,0.1558835895693368,nan,nan,0.002
37,0.13816267284997868,0.02464897877696881,0.07213123543206264,0.14906908345188777,nan,nan,0.002
38,0.13267554015891264,0.023256084916603678,0.07087130904957539,0.14269865660887515,nan,nan,0.002
39,0.12737660353698613,0.02243932348833261,0.0689280662206581,0.1364095693728301,nan,nan,0.002
40,0.12244448048625232,0.021184132472165194,0.06767632337617073,0.1307508941502849,0.14449199772341006,0.2580959412422802,0.002
41,0.11785149428947715,0.02044233843787828,0.06586957039889664,0.12539942256191142,nan,nan,0.002
42,0.11332953112461205,0.019543683879964142,0.06436688385395381,0.12015034962115617,nan,nan,0.002
