epoch,loss,energy_loss,stress_global_loss,stress_component_loss,training_energy_relative_l2,training_stress_relative_l2,learning_rate
1,9.233047017866693e+22,2930594370738003.5,8.420533102679602e+19,1.4200154139986502e+23,54131632.0,inf,0.001
2,6.889754874170154e+22,506326021849853.6,6.283452110933915e+19,1.0596239818150663e+23,22501230.0,inf,0.001
3,6.889810150594365e+22,506330422811523.56,6.2835025651590775e+19,1.0596324889884933e+23,22501230.0,inf,0.001
026167489863,0.01400344187600745,0.12478946094159726,0.12814110627880804,nan,nan,0.001
5,0.12026254446418197,0.01377965549558953,0.10755855093399684,0.11332350610582917,nan,nan,0.001
6,0.13400301778758014,0.028557852910900558,0.09519032126775494,0.12634431957094758,nan,nan,0.001
7,0.13101973136266074,0.03231303969881049,0.09588414527199886,0.11762586015242117,nan,nan,0.001
8,0.13245211238110507,0.034817055988780876,0.08452223751831937,0.1234434558837502,nan,nan,0.001
9,0.12841352820396423,0.02677330007362697,0.08892490328462035,0.12290333818506312,nan,nan,0.001
10,0.1278386284355764,0.027336655391587153,0.08720797010593945,0.12238002678862324,nan,nan,0.001
11,0.12693341269537253,0.02619190403708705,0.0891299544385186,0.12109722059082102,nan,nan,0.001
12,0.12748878945906958,0.02726811722472862,0.08662362645069759,0.1222249937278253,nan,nan,0.001
13,0.12641243057118523,0.026471531915443915,0.08863383628152034,0.12028322562023445,nan,nan,0.001
14,0.1265774537567739,0.027871051423803524,0.08597738213009304,0.12056798681064888,nan,nan,0.001
15,0.12483026859936891,0.025453666087102006,0.08887135265050111,0.1187391021737346,nan,nan,0.001
16,0.12526644793925462,0.027863156119430507,0.08590835250086254,0.11859612001313104,nan,nan,0.001
17,0.12436305124450613,0.026675076189416426,0.08856391009909136,0.11696444313835215,nan,nan,0.001
18,0.12588984933164385,0.028097828194774962,0.08601438488673281,0.11926343126429452,nan,nan,0.001
19,0.12374928869582989,0.02682128427895131,0.08780055051600491,0.1162850249696661,nan,nan,0.001
20,0.12437738947294376,0.02818519480664421,0.08443808845347828,0.1176979790131251,0.15094533562660217,0.23570190370082855,0.001
21,0.12322980110292081,0.02690199265877406,0.08712469510458133,0.1157690253522661,nan,nan,0.001
22,0.12348005258374745,0.0278726601973176,0.08331984391918888,0.1172321264942487,nan,nan,0.001
23,0.12211008701059553,0.02643018053775584,0.08629861998337286,0.1149630077459194,nan,nan,0.001
24,0.12315643909904692,0.02860302936837629,0.08158926858946129,0.11693573798294421,nan,nan,0.001
25,0.12275236596663792,0.027596239793907712,0.08508608697189225,0.1154379748083927,nan,nan,0.001
26,0.12289651262539404,0.028413120277777867,0.08094314140854059,0.11707367389290421,nan,nan,0.001
27,0.122768959513417,0.027250988995311438,0.08449391317036417,0.11612761544960516,nan,nan,0.001
